"CustID","Churn (0/1)","E[X[L]|L=1]"
4,0,0.0899785119608152
18,0,0.0241218615326828
21,0,0.0452871677535833
50,0,0.0240084894277111
60,0,0.0252534565076366
71,0,0.0240084894277111
86,0,0.0240084894277111
111,1,0.725086046026029
112,0,0.0413101035383419
113,0,0.0888930403087052
114,0,0.136085999591676
131,0,0.0240084894277111
133,0,0.145213660230829
151,0,0.0240084894277111
166,1,0.326800385696624
167,0,0.184641954145277
181,0,0.0240084894277111
198,0,0.0240084894277111
208,0,0.057203187073804
221,0,0.0240084894277111
226,1,0.223864224503026
228,1,0.314699532516153
234,0,0.0414552133083238
243,0,0.0240461208138251
256,0,0.0531420857038001
261,0,0.0240461208138251
281,0,0.0240461208138251
297,0,0.0240461208138251
312,0,0.0462340660443221
314,0,0.0683545882077206
333,0,0.0240461208138251
341,0,0.0347795228847692
350,0,0.0240461208138251
353,0,0.0405601510234062
367,0,0.0240461208138251
388,0,0.0240461208138251
408,0,0.0240461208138251
425,0,0.0240461208138251
429,0,0.132590402106598
440,0,0.0240461208138251
441,1,0.423537414130386
473,0,0.0240461208138251
487,0,0.0240839111992701
489,0,0.0447585359184636
502,0,0.0386513906550245
516,0,0.0240461208138251
530,0,0.0240839111992701
542,0,0.0240839111992701
558,0,0.0240839111992701
562,0,0.0342554020376248
564,1,0.999761919958277
581,0,0.0240839111992701
584,0,0.0246302138396554
612,0,0.0240839111992701
619,1,1.4840880303396
621,0,0.0456449335436181
636,0,0.0240839111992701
645,0,0.124426611976473
656,0,0.101783597217853
675,0,0.0240839111992701
687,0,0.0675901188192337
703,0,0.0241218615326828
719,0,0.0242366817972276
736,0,0.0240839111992701
755,0,0.0240839111992701
756,0,0.0538043260765647
760,0,0.10547629448315
773,0,0.232617219254282
775,0,0.0241218615326828
780,0,0.0994676283343606
789,0,0.0972882285342552
795,0,0.0241218615326828
816,0,0.0241218615326828
834,0,0.0241218615326828
836,0,0.0836385087323921
857,0,0.0241218615326828
858,0,0.0244707717144031
875,0,0.0241218615326828
881,0,0.174631968452322
899,0,0.0241218615326828
913,0,0.0241218615326828
918,0,0.066901885537146
936,0,0.0241218615326828
947,0,0.0413944266480646
958,0,0.0241218615326828
974,0,0.0241218615326828
989,0,0.0241599727686936
1012,0,0.0701145780305003
1014,0,0.0241599727686936
1034,0,0.0241599727686936
1035,0,0.0394621796067336
1050,0,0.0241599727686936
1062,0,0.0241599727686936
1080,0,0.0241599727686936
1099,1,0.539332680767282
1101,0,0.0241599727686936
1108,1,0.534493357746656
1115,0,0.0241982458679644
1117,0,0.0250411388921758
1131,0,0.0241599727686936
1150,0,0.0241599727686936
1158,0,0.0361726620140487
1167,0,0.279786460277234
1174,0,0.0241599727686936
1188,0,0.0241599727686936
1209,0,0.0241599727686936
1223,0,0.0241599727686936
1240,0,0.0241599727686936
1241,0,0.13063060981337
1251,1,0.299655934581914
1252,0,0.0344361652535247
1265,0,0.0241982458679644
1280,0,0.0241982458679644
1283,0,0.0345506468778071
1291,0,0.040608336015984
1295,0,0.0256477108925899
1302,0,0.0241982458679644
1317,0,0.0241982458679644
1322,0,0.0479027618436993
1333,0,0.0415742430604322
1343,0,0.127607296374586
1350,0,0.0241982458679644
1365,0,0.0241982458679644
1377,0,0.0345506468778071
1380,0,0.0241982458679644
1393,0,0.163738306492557
1395,0,0.0241982458679644
1402,0,0.0243140460432469
1417,0,0.0922681362239453
1420,0,0.0241982458679644
1425,0,0.0260117900097526
1433,0,0.0241982458679644
1446,0,0.0241982458679644
1463,0,0.0242366817972276
1480,0,0.0439371415854158
1483,0,0.0241982458679644
1499,0,0.0393370774801853
1504,0,0.0241982458679644
1518,0,0.0241982458679644
1528,0,0.0828345272855864
1540,0,0.0242366817972276
1544,0,0.0987723879918439
1560,0,0.0696032318239627
1561,0,0.0418496041146564
1568,0,0.0346477600944825
1583,1,0.348125718485134
1585,0,0.0816270386756905
1596,0,0.109857984900209
1605,0,0.0594279309955914
1618,0,0.0242366817972276
1623,1,0.262886192542348
1627,0,0.0451377326421254
1631,0,0.0355147447502774
1640,0,0.0242366817972276
1647,0,0.21457799224375
1655,0,0.0527813310972912
1661,1,0.565704292538342
1663,0,0.0560205547433209
1664,0,0.0242366817972276
1668,1,0.158646799935843
1669,1,0.641582644488482
1686,0,0.25550677361311
1696,0,0.15163033493287
1705,0,0.0929300090805044
1712,0,0.0242366817972276
1727,0,0.0247109740366666
1733,0,0.0242366817972276
1739,0,0.0441937219938969
1750,0,0.0366207134067185
1753,0,0.0242366817972276
1758,0,0.0404357926660816
1760,1,2.06301321004567
1763,0,0.0243140460432469
1783,0,0.0242752815293249
1792,0,0.0695869367432711
1809,0,0.0242752815293249
1825,0,0.0871397092184838
1828,0,0.0454125611089839
1839,0,0.0242752815293249
1845,1,0.569508017805788
1858,0,0.0485505630586498
1877,0,0.0526691212346733
1890,1,1.1659149515233
1893,1,0.569452831947469
1894,0,0.0242752815293249
1908,0,0.0242752815293249
1919,0,0.136637349506349
1928,0,0.0242752815293249
1944,0,0.0242752815293249
1956,0,0.0242752815293249
1971,0,0.0242752815293249
1985,0,0.0242752815293249
1991,1,0.574737184146045
2005,0,0.0243140460432469
2030,0,0.0243140460432469
2046,0,0.094210417596596
2049,0,0.0243140460432469
2053,0,0.190598478558336
2071,0,0.0243140460432469
2072,0,0.309357811031907
2087,0,0.0243140460432469
2092,0,0.144155057134103
2099,0,0.113667070213124
2102,0,0.117628842603275
2104,0,0.081940365893962
2109,0,0.0243140460432469
2127,0,0.0243140460432469
2142,0,0.0243140460432469
2161,0,0.0243140460432469
2180,0,0.0243140460432469
2181,0,0.0361122451407083
2194,0,0.123027547361096
2198,0,0.025426728076174
2199,0,0.0243140460432469
2202,0,0.0461031409712171
2213,0,0.0379888521734352
2217,0,0.0412321751193058
2224,0,0.0458019568620409
2235,0,0.0243140460432469
2254,0,0.0243529763241717
2272,0,0.0602919840520388
2274,0,0.0244707717144031
2289,0,0.0541724515504641
2294,0,0.0243529763241717
2319,0,0.0243529763241717
2331,0,0.0352881671521829
2336,0,0.0243529763241717
2337,0,0.0250411388921758
2361,0,0.0482118554675326
2363,0,0.0243529763241717
2379,0,0.0243529763241717
2389,1,0.661527801655342
2390,0,0.0607195196300333
2398,0,0.0243529763241717
2419,0,0.0892690879247117
2427,1,0.135167068927562
2442,0,0.0243529763241717
2445,0,0.0903827005214543
2455,0,0.0649061111622084
2457,0,0.211258955272776
2471,0,0.0354452699944893
2478,0,0.0243920733635055
2492,0,0.0243920733635055
2508,0,0.0243920733635055
2509,0,0.190897974555553
2521,0,0.0243920733635055
2537,0,0.0243920733635055
2541,0,0.0561812541128884
2550,0,0.03661502582576
2556,0,0.0243920733635055
2563,0,0.0456451604347245
2568,0,0.0458463419836311
2574,0,0.0244707717144031
2578,0,0.166182900910351
2591,0,0.116563569447157
2597,1,0.370230768187779
2610,0,0.0243920733635055
2625,0,0.0243920733635055
2645,0,0.0243920733635055
2665,0,0.0243920733635055
2681,0,0.0243920733635055
2697,0,0.0243920733635055
2709,0,0.0243920733635055
2725,0,0.0243920733635055
2745,0,0.165791689121182
2753,1,0.18991475977288
2761,0,0.147056172261426
2765,0,0.0244313381589221
2786,0,0.0244313381589221
2790,0,0.0527603768942628
2792,0,0.0671536799308498
2803,0,0.0244313381589221
2813,0,0.0459245655225754
2820,0,0.0787223978518152
2821,0,0.0244313381589221
2839,0,0.0246705064788083
2845,0,0.0244313381589221
2855,0,0.101057814474431
2863,0,0.0244313381589221
2871,0,0.0848844128468916
2888,0,0.0244313381589221
2903,0,0.182509361258896
2904,0,0.0244313381589221
2920,0,0.0244313381589221
2932,0,0.041336891280925
2939,0,0.0245103750402786
2944,0,0.0746445658133306
2958,0,0.0536615675819164
2961,0,0.0244313381589221
2965,0,0.0871486375502204
2983,0,0.0244313381589221
3001,0,0.0705973002125707
3005,0,0.0244313381589221
3008,0,0.0486134581388166
3011,0,0.159081645462961
3016,0,0.108662572620593
3021,0,0.04146853737384
3028,1,0.430097724304105
3030,0,0.0244707717144031
3041,1,1.21048192175273
3047,0,0.0244707717144031
3060,0,0.0244707717144031
3076,0,0.0244707717144031
3087,0,0.0244707717144031
3089,0,0.112827251669259
3099,0,0.0707576839768155
3102,0,0.0741608766561061
3106,0,0.0444804326688394
3112,0,0.0244707717144031
3134,0,0.0244707717144031
3138,0,0.153462852483812
3157,1,0.324668862845809
3158,0,0.0244707717144031
3163,1,0.48333914070763
3171,0,0.0244707717144031
3182,0,0.0571152455714361
3183,0,0.0482061734205895
3197,0,0.0451799640291753
3199,0,0.0244707717144031
3219,0,0.0245103750402786
3238,0,0.147541018868278
3242,0,0.0244707717144031
3262,0,0.0244707717144031
3268,0,0.0593193896485754
3287,0,0.0245103750402786
3298,0,0.0756076213577238
3299,0,0.0386049640797812
3311,0,0.133988146945054
3312,0,0.0245103750402786
3318,0,0.0953639897045105
3322,0,0.0245501491532678
3333,0,0.0245103750402786
3341,0,0.0392456225193227
3353,0,0.0245103750402786
3374,0,0.0245103750402786
3376,0,0.129186657367062
3388,0,0.0245103750402786
3400,1,0.233079469801417
3403,0,0.0245103750402786
3415,0,0.152070796131107
3425,0,0.0245103750402786
3438,0,0.0248334367485648
3442,0,0.14384855946632
3444,0,0.0245103750402786
3451,0,0.0591714732439176
3467,0,0.0245103750402786
3469,0,0.0910181555373144
3487,0,0.0962341270570933
3496,0,0.555642907501364
3497,0,0.154113575493885
3501,1,1.28604519866131
3510,0,0.0245501491532678
3518,0,0.0729991052246594
3525,0,0.0245501491532678
3545,0,0.0245501491532678
3556,0,0.0245501491532678
3558,0,0.139683363719987
3567,0,0.025296486182158
3571,0,0.0245501491532678
3580,0,0.0608883358076381
