"CustID","Churn (0/1)","E[X[L]|L=1]"
1,1,1.23846416446171
2,1,1.14584328358209
3,1,1.08088019117647
4,1,0.99529884717441
5,0,0.82506850888681
6,0,0.867910190587912
7,1,0.850166515276952
8,0,0.810660143382353
9,1,0.796845967280488
10,1,0.823953570178374
11,0,0.747944014999721
12,0,0.733819526627219
13,1,0.735826231047298
14,0,0.688399199567723
15,1,0.696355623271759
16,1,0.705630338196544
17,1,0.659062802909222
18,1,0.693645109522293
19,1,0.696355623271759
20,1,0.68063926371875
21,1,0.68063926371875
22,0,0.677860644080893
23,1,0.6667486665
24,1,0.6667486665
25,0,0.624874807597593
26,0,0.635298056906618
27,0,0.634926102540747
28,1,0.627214449473451
29,1,0.625189544067564
30,0,0.623115008627219
31,0,0.618760037282021
32,1,0.616236949164448
33,1,0.616236949164448
34,1,0.589804450583537
35,0,0.584710239973155
36,1,0.588660984837838
37,1,0.575272510494498
38,1,0.575918100445882
39,1,0.567129057928084
40,1,0.525413654621897
41,1,0.561426173906808
42,0,0.55562388875
43,1,0.55562388875
44,0,0.55562388875
45,1,0.554381710574136
46,1,0.554613254248004
47,0,0.540507650600184
48,0,0.549087137117647
49,0,0.549087137117647
50,0,0.549087137117647
51,0,0.537186145356502
52,1,0.537186145356502
53,0,0.531230644853659
54,0,0.52694652675
55,1,0.529105085450623
56,1,0.526662625045429
57,1,0.524270622740922
58,1,0.515078361733108
59,0,0.472418395423407
60,0,0.506585558047788
61,0,0.50097435401862
62,1,0.491750662780809
63,0,0.462430073014862
64,1,0.479931750371568
65,1,0.474634643949153
66,0,0.461706724870844
67,1,0.485809437301115
68,0,0.489213017751479
69,0,0.473767489357622
70,0,0.4445555625
71,0,0.444499111
72,0,0.444499111
73,1,0.458908080386656
74,0,0.453759509145833
75,1,0.453759509145833
76,1,0.453759509145833
77,1,0.444499111
78,0,0.453759509145833
79,0,0.453759509145833
80,0,0.453759509145833
81,1,0.434563727966178
82,0,0.444499111
83,0,0.444499111
84,0,0.444499111
85,1,0.441495738628379
86,0,0.441495738628379
87,0,0.433955095293956
88,0,0.433955095293956
89,0,0.433955095293956
90,1,0.430281829933208
91,1,0.433955095293956
92,0,0.433955095293956
93,0,0.433955095293956
94,0,0.433955095293956
95,0,0.43199742806622
96,0,0.431365864415114
97,0,0.426936495671345
98,1,0.427174546929988
99,1,0.423284068360498
100,1,0.421179298038926
101,1,0.418142966315634
102,1,0.406818870268678
103,0,0.408405893725683
104,0,0.389864972058473
105,0,0.389864972058473
106,0,0.377484122800647
107,0,0.386115586690018
108,0,0.35724770801238
109,0,0.364357077975836
110,0,0.365443899983222
111,1,0.362136439971815
112,0,0.360843095543344
113,0,0.362136439971815
114,1,0.363027461089496
115,0,0.350355867651475
116,0,0.34798165067645
117,1,0.341845728863229
118,0,0.341579807420198
119,0,0.314101935897436
120,1,0.332295451912621
121,1,0.33337433325
122,1,0.327669139213076
123,1,0.323205454164881
124,1,0.322514162472853
125,0,0.311891977646778
126,0,0.31474648033237
127,1,0.32074941826075
128,0,0.311891977646778
129,1,0.308763266606761
130,1,0.298362416972603
131,0,0.308118474582224
132,0,0.305929157941475
133,0,0.298362416972603
134,0,0.305867658479649
135,0,0.300986207071608
136,0,0.29566230460181
137,0,0.293537148773585
138,0,0.297231399470811
139,0,0.293799289091309
140,0,0.282252135278618
141,0,0.288553642714917
142,0,0.284012200091649
143,0,0.287959050222941
144,0,0.287959050222941
145,1,0.284521522534329
146,1,0.287959050222941
147,0,0.279539007940205
148,0,0.282252135278618
149,1,0.282252135278618
150,0,0.282252135278618
151,1,0.279236621012821
152,0,0.278386287547066
153,0,0.272053266158903
154,1,0.274543568558824
155,0,0.274543568558824
156,0,0.274543568558824
157,0,0.274543568558824
158,0,0.274543568558824
159,0,0.274543568558824
160,0,0.274543568558824
161,0,0.274543568558824
162,0,0.274543568558824
163,0,0.274543568558824
164,1,0.274543568558824
165,1,0.274543568558824
166,1,0.274543568558824
167,0,0.274543568558824
168,0,0.274543568558824
169,0,0.274543568558824
170,0,0.274543568558824
171,0,0.274543568558824
172,0,0.274543568558824
173,0,0.274543568558824
174,0,0.274543568558824
175,0,0.274543568558824
176,0,0.27043323389384
177,1,0.249722369149353
178,1,0.268123864693566
179,1,0.26641783150463
180,0,0.265615322426829
181,1,0.262135311370461
182,0,0.262803161206311
183,0,0.245875331390405
184,0,0.265050417484931
185,0,0.254500824868847
186,0,0.258833432744587
187,0,0.261339353947271
188,0,0.262135311370461
189,0,0.246473230139858
190,1,0.254889715399708
191,0,0.251380107357347
192,0,0.251380107357347
193,0,0.245875331390405
194,0,0.246086233961838
195,0,0.242904718650558
196,1,0.239696879372707
197,1,0.238212341560222
198,0,0.235981674059318
199,0,0.23057577761937
200,0,0.2267779398399
201,0,0.215468663449155
202,0,0.227635134999915
203,1,0.224863334210854
204,0,0.227635134999915
205,0,0.223396215775175
206,0,0.221817014684866
207,0,0.2222495555
208,0,0.219056314760058
209,0,0.213125125394707
210,0,0.217210591057225
211,0,0.216977547646978
212,0,0.216977547646978
213,0,0.216977547646978
214,0,0.216977547646978
215,0,0.216977547646978
216,1,0.216977547646978
217,0,0.216977547646978
218,0,0.216977547646978
219,0,0.216977547646978
220,0,0.216977547646978
221,0,0.216977547646978
222,1,0.216977547646978
223,1,0.216977547646978
224,0,0.216977547646978
225,1,0.216977547646978
226,1,0.216977547646978
227,0,0.216977547646978
228,0,0.209921367235694
229,0,0.216977547646978
230,0,0.216977547646978
231,0,0.216977547646978
232,1,0.216977547646978
233,0,0.216977547646978
234,0,0.211770771647038
235,0,0.207169170647868
236,0,0.199969808127522
237,0,0.201144718937608
238,0,0.211642034180249
239,0,0.206940203695962
240,0,0.195091512405057
241,1,0.192855785058113
242,0,0.206618611689467
243,1,0.203043209724695
244,1,0.198792149125472
245,0,0.199130629272998
246,0,0.200468386412969
247,0,0.192461188962241
248,0,0.196741903280204
249,0,0.190439537817679
250,0,0.190439537817679
251,0,0.190439537817679
252,0,0.190037913670383
253,1,0.18350044534659
254,1,0.187291776862015
255,0,0.185356163403051
256,0,0.184406498542803
257,0,0.18712016698925
258,0,0.178644296173566
259,0,0.184871084749335
260,0,0.17417973324441
261,0,0.177611887669753
262,1,0.17744534116569
263,0,0.171274886807339
264,1,0.172253170431459
265,0,0.162596524999939
266,1,0.170290705160695
267,0,0.157421347758301
268,0,0.162891680145939
269,0,0.165212337467946
270,0,0.163566169407718
271,0,0.165181555525415
272,0,0.163730146115594
273,0,0.156727801281171
274,0,0.162596524999939
275,0,0.162596524999939
276,0,0.160374709130375
277,0,0.157647827169099
278,0,0.156803612368363
279,0,0.155932399234724
280,0,0.155888598454369
281,0,0.155530457085021
282,1,0.145410324603461
283,0,0.147977979034192
284,0,0.147283698862874
285,0,0.14379635152477
286,0,0.144807060704817
287,0,0.144854575988726
288,1,0.138861068355021
289,1,0.135394817551692
290,1,0.131590335075033
291,1,0.137558795197227
292,0,0.138792256213534
293,0,0.136725822022949
294,0,0.13521661694692
295,0,0.13521661694692
296,0,0.134863507362229
297,0,0.135394817551692
298,0,0.133801937345202
299,0,0.133801937345202
300,0,0.133801937345202
301,0,0.133801937345202
302,0,0.133801937345202
303,0,0.133801937345202
304,0,0.1317366316875
305,0,0.129450654829911
306,1,0.127603068695404
307,0,0.129880926408402
308,0,0.126369730484966
309,0,0.121877300048688
310,0,0.120611800926777
311,0,0.124109008763986
312,0,0.124861184574677
313,0,0.126092560714486
314,0,0.120482397543327
315,0,0.120482397543327
316,0,0.119677071471566
317,0,0.116816005156205
318,0,0.118382383227353
319,1,0.115689588770695
320,0,0.114687778341619
321,0,0.118390304265018
322,1,0.111315258599813
323,0,0.111499655598051
324,1,0.111932727902137
325,0,0.111785302804809
326,0,0.110572434333882
327,0,0.107735151388294
328,0,0.108964451969745
329,1,0.108315854041354
330,0,0.108347870369237
331,0,0.104851377054142
332,0,0.105894792959555
333,1,0.105894792959555
334,1,0.104848734304115
335,0,0.105746480924597
336,1,0.103998605206835
337,0,0.102544366517212
338,0,0.101494648113965
339,1,0.0952197689088396
340,0,0.0996806858006203
341,0,0.0998271507465768
342,0,0.099313734135425
343,0,0.0962305944811203
344,0,0.0952197689088396
345,0,0.0952197689088396
346,0,0.0952197689088396
347,0,0.0952197689088396
348,0,0.0952197689088396
349,0,0.0952197689088396
350,0,0.0952197689088396
351,0,0.0952197689088396
352,0,0.092878299181573
353,0,0.0934142827712441
354,0,0.092878299181573
355,0,0.093560083494625
356,0,0.0888059438348767
357,0,0.09009903028659
358,0,0.0887867874205149
359,0,0.0865001828516192
360,0,0.0851484891682212
361,0,0.0821449555154549
362,0,0.0805055239797649
363,0,0.0809837788917628
364,0,0.0798220321623664
365,0,0.0782358055246392
366,1,0.0771062011819807
367,0,0.076135565098256
368,0,0.0760020551030024
369,0,0.0739390048949554
370,1,0.075082525238825
371,1,0.0730936395470358
372,0,0.0720471970320317
373,0,0.0718228878163849
374,0,0.0700239575465489
375,0,0.071722660108464
376,1,0.0705990809978312
377,0,0.0699579549388357
378,0,0.0669009686726009
379,0,0.0669009686726009
380,0,0.0669009686726009
381,0,0.0669009686726009
382,0,0.0669009686726009
383,0,0.0669009686726009
384,0,0.0669009686726009
385,0,0.0669009686726009
386,0,0.0660290366164414
387,0,0.0669009686726009
388,0,0.0669009686726009
389,0,0.0655174652291968
390,0,0.065065390431146
391,0,0.0641537296540802
392,0,0.0630384005571734
393,0,0.0640305720272545
394,0,0.0609201747319995
395,0,0.06006602019106
396,0,0.0609977277267429
397,1,0.0587184696837576
398,0,0.0577479164658442
399,0,0.0579232737860855
400,1,0.0577479164658442
401,0,0.0547948544437808
402,0,0.0565816221495236
403,0,0.0543406280127282
404,0,0.0548713571076762
405,0,0.0535027908067171
406,0,0.0523190488852541
407,0,0.0528732404622986
408,0,0.0528732404622986
409,0,0.0528732404622986
410,0,0.0528732404622986
411,0,0.0528732404622986
412,0,0.0528732404622986
413,0,0.0528732404622986
414,0,0.0522692885982433
415,0,0.0528732404622986
416,0,0.0528732404622986
417,0,0.0528732404622986
418,0,0.0528732404622986
419,0,0.0528732404622986
420,0,0.0515730788115863
421,0,0.0485242909192163
422,0,0.0490597708772985
423,0,0.0485242909192163
424,0,0.0485242909192163
425,0,0.0485070237443382
426,0,0.0470247803812671
427,0,0.046406439678937
428,0,0.0458067622096634
429,0,0.0456393910892025
430,0,0.045049515143295
431,0,0.0436783101527978
432,0,0.0436783101527978
433,1,0.043758975961346
434,0,0.0428022326453737
435,0,0.0417363841260262
436,0,0.040724372912709
437,0,0.0413461413749536
438,0,0.0402081579395935
439,0,0.0388899036746021
440,0,0.0367832309997086
441,0,0.0382100138563575
442,0,0.0364932447669949
443,0,0.0358864687257384
444,0,0.0364932447669949
445,0,0.036551790326267
446,0,0.0356504994508528
447,0,0.0352866857622588
448,0,0.0352866857622588
449,0,0.0349793591245827
450,0,0.0346980640533835
451,0,0.0339489732897141
452,0,0.0316176375220233
453,0,0.030426260726135
454,0,0.0293592348418788
455,0,0.0293592348418788
456,0,0.0293592348418788
457,0,0.0293592348418788
458,0,0.0293592348418788
459,0,0.0293592348418788
460,0,0.0293592348418788
461,0,0.0293592348418788
462,0,0.0293592348418788
463,1,0.0293592348418788
464,0,0.0293592348418788
465,0,0.0293592348418788
466,0,0.0288025469594689
467,0,0.0280323163542817
468,0,0.0275913046095445
469,1,0.0261003597744302
470,0,0.0264592002338632
471,0,0.024808474042199
472,0,0.024988082904043
473,0,0.0240800857054949
474,0,0.0243338215141299
475,0,0.0237669996339019
476,1,0.0238621709939341
477,0,0.0234495385214161
478,0,0.0232032198394685
479,0,0.0232032198394685
480,0,0.0232032198394685
481,0,0.0232032198394685
482,0,0.0232032198394685
483,0,0.0232032198394685
484,0,0.0232032198394685
485,0,0.0232032198394685
486,0,0.0223577583878279
487,0,0.0225040189770279
488,0,0.0191971019297572
489,0,0.0189363086514015
490,0,0.0159653417190415
491,0,0.0158486539420996
492,0,0.0143284304012997
493,0,0.0120182074467758
494,0,0.00877494648590069
495,0,0.00600910372338792
496,0,0.00419219341131177
497,0,0.00397259845476272
498,0,0.00397259845476272
499,0,0.00313962798336653
500,0,5.7482819814815e-05
501,1,1.20174460249401
502,1,1.13944072779688
503,1,1.0513992223275
504,0,1.08984846472631
505,1,1.00542656688494
506,1,1.01554061485861
507,1,1.00565377063403
508,0,0.942011877440367
509,1,0.9221564218125
510,1,0.859754859434211
511,1,0.867910190587912
512,0,0.85770293852864
513,0,0.809408854152027
514,0,0.783466938843335
515,1,0.759421416764423
516,0,0.634926102540747
517,1,0.627305370656728
518,1,0.658478229992027
519,1,0.587940053874626
520,1,0.616236949164448
521,1,0.605012678861111
522,1,0.592543332635614
523,1,0.60317028968531
524,1,0.570651032608696
525,0,0.554613254248004
526,0,0.564504270557236
527,1,0.55562388875
528,0,0.548165849974832
529,0,0.527684407887849
530,1,0.531230644853659
531,1,0.479931750371568
532,1,0.485809437301115
533,0,0.492989559331559
534,0,0.485809437301115
535,0,0.467837966470167
536,1,0.479931750371568
537,1,0.462944924310729
538,1,0.467837966470167
539,1,0.459341787817223
540,1,0.453759509145833
541,1,0.441495738628379
542,0,0.439122105625
543,1,0.437632680847295
544,1,0.433955095293956
545,0,0.397603532457496
546,1,0.433955095293956
547,0,0.402181159107105
548,0,0.423378202917927
549,1,0.404590522086687
550,1,0.385378032387916
551,0,0.383945400297255
552,1,0.368812997085607
553,1,0.369742169498669
554,0,0.364357077975836
555,0,0.342549773614679
556,0,0.351296981904631
557,0,0.338808439012863
558,0,0.348923353648519
559,0,0.334504843363004
560,0,0.32888026792817
561,1,0.326839597088486
562,0,0.323202995173732
563,1,0.319262172117346
564,0,0.293073392541123
565,0,0.315983037045337
566,0,0.285056870505574
567,0,0.305867658479649
568,0,0.307181696668755
569,1,0.305867658479649
